time,title,author
2021-05-24T12:59:09+02:00,Sciensano finance un projet de recherche pour une communication plus inclusive en période de crise,Belga
2021-05-21T21:18:45+02:00,"Derrière les chiffres : en Inde, plus de 291.000 morts officiels du Covid-19 dans la ""pharmacie du monde""",Johanne Montay
2021-05-24T13:23:31+02:00,"Au moins 115.000 professionnels de la santé sont décédés des suites du coronavirus, selon l’OMS",Belga
2021-05-24T13:22:00+02:00,Vers la revalorisation du travail des médecins assistants ? Un accord a été trouvé avec Frank Vandenbroucke,M.F.
2021-05-21T17:36:58+02:00,"Des ""parents boucliers"" décident de porter plainte pour la violence qu'ils ont subie lors de la ""boum 2""",RTBF
2021-05-21T17:41:48+02:00,Coronavirus: 1000 doses de vaccins jetées à cause d'un frigo débranché pour recharger un téléphone,Belga
2021-05-24T11:37:38+02:00,Avion dérouté par la Biélorussie : des agents de sécurité soupçonnés d’avoir été à bord du vol,AFP
2021-05-21T17:44:09+02:00,Algérie : la manifestation du Hirak à nouveau empêchée à Alger,Belga
2021-05-21T17:47:00+02:00,Woluwe-St-L/Crainhem : fermer un accès vers Saint-Luc ? Les cliniques disent non !,RTBF Bruxelles
2021-05-21T17:14:13+02:00,"Le chant antisémite du joueur du Club Bruges, Noa Lang, condamné par plusieurs représentants politiques",Jean-François Noulet
2021-05-21T17:49:03+02:00,Appel à témoins : Vous collectionnez les albums Panini ?,On n'est pas des pigeons
2021-05-21T18:29:13+02:00,Se vacciner pour mieux draguer ? Les applications de rencontre prennent les devants aux Etats-Unis,AFP
2021-05-21T17:58:08+02:00,"En République tchèque, la population peut se faire vacciner dans un drive-in",AFP
2021-05-21T18:30:00+02:00,"Le ""prix du livre politique"" attribué à Jan Walraeven",Michel Gretry
2021-05-21T18:41:39+02:00,"Chasse à l’homme : un juge d’instruction désigné pour ""tentative d’assassinat terroriste""",AFP
2021-05-21T18:37:20+02:00,Plan de relance wallon : l’opposition est loin d’être convaincue par les mesures,Belga
2021-05-21T18:59:35+02:00,"Nigeria : Abubakar Shekau, le chef de Boko Haram, est-il blessé ou mort ?",Belga
2021-05-21T19:20:41+02:00,Près de 250 voyageurs attrapés avec un faux test covid à Bruxelles Airport depuis la fin du mois d’avril,Belga
2021-05-21T19:26:51+02:00,Le poids maximal des camions flamands désormais relevé à 50 tonnes,Belga
2021-05-21T19:07:29+02:00,Climat : le G7 s’engage à ne plus subventionner les centrales à charbon d'ici la fin de l'année,Belga
2021-05-21T18:07:12+02:00,Fuite de Jürgen Conings : le véhicule du suspect était-il piégé ?,Sébastien Georis
2021-05-21T19:44:24+02:00,Comment fonctionnera le certificat covid européen ? Mode d’emploi pour l’été,AFP
2021-05-21T19:36:07+02:00,Déconfinement au Portugal : Lisbonne va investir six milliards d’euros pour relancer son activité touristique,Belga
2021-05-21T20:01:56+02:00,"Palais de justice de Verviers : ""la déconstruction est inévitable"" selon la Régie, des courriers peu aimables échangés avec la Région",François Braibant
2021-05-21T19:51:28+02:00,Conflit israélo-palestinien : le fédéral débloque 8 millions d’euros d’aide humanitaire pour Gaza,Belga
2021-05-21T19:54:55+02:00,Alexandru Caliniuc est reconnu coupable de l’assassinat de Sofie Muylle,Belga
2021-05-21T20:14:18+02:00,Port d’Anvers : l’auditeur du Conseil d’Etat recommande l’annulation des projets d’agrandissement,Belga
2021-05-21T20:41:28+02:00,"Les ""Féeries de Beloeil"" à nouveau annulées",Belga
2021-05-21T20:20:23+02:00,"Un séisme de magnitude 6,1 frappe le sud-ouest de la Chine et tue au moins deux personnes",Belga
2021-05-21T20:28:17+02:00,L’Éthiopie affirme que les Érythréens ont tué 110 civils lors d’un massacre au Tigré,Belga
2021-05-21T21:03:29+02:00,Feu vert de l’Agence mondiale antidopage pour des tests à partir de gouttes de sang séché,AFP
2021-05-21T21:09:35+02:00,Anvers : un élu CD&V démissionne après avoir associé le drapeau israélien au drapeau nazi,Belga
2021-05-21T20:50:20+02:00,"Déconfinement en Angleterre : après des rassemblements tests, seules 15 personnes sur 60.000 se sont révélées positives",Belga
2021-05-21T21:28:11+02:00,"France : au procès Bygmalion, des prévenus réclament Jean-François Copé, l’ancien patron de l’UMP",Belga
2021-05-21T21:33:44+02:00,"Roman Kent, le président du Comité international d’Auschwitz, est décédé à l’âge de 92 ans",Belga
2021-05-21T21:17:51+02:00,Un groupe de soutien à Jürgen Conings comptabilise déjà plus de 16.000 membres sur Facebook,RTBF
2021-05-21T21:48:43+02:00,Netflix diversifie ses activités et projette de se lancer dans les jeux vidéo,AFP
2021-05-21T21:40:48+02:00,"Coronavirus : l’Allemagne va donner ""jusqu’à 30 millions de doses"" à Covax d’ici à fin 2021",Belga
2021-05-21T22:05:10+02:00,Scènes de joie à Gaza après la signature du cessez-le-feu : qui sort gagnant de la guerre ?,Benoit Feyt
2021-05-21T21:56:22+02:00,Conflit israélo-palestinien : 11 jours de conflit entre Israël et le Hamas en quelques chiffres,Belga
2021-05-20T17:37:00+02:00,"Tournai : étudiante en droit, elle transportait de l'héroïne, elle écope de 30 mois ferme",Belga
2021-05-20T17:29:43+02:00,"UE/Chine : pour le Parlement européen, les contre-sanctions chinoises justifient un gel de l’accord sur les investissements",Belga
2021-05-20T17:46:33+02:00,Twitter clarifie l’attribution de son badge bleu pour les comptes notoires et authentifiés,AFP
2021-05-20T17:54:49+02:00,Coronavirus : le personnel de nettoyage des hôpitaux réclame une prime corona,Belga
2021-05-20T17:50:14+02:00,Coronavirus: les projets de loi pandémie de Annelies Verlinden et Frank Vandenbroucke repartent au Conseil d'État,Belga
2021-05-20T18:33:43+02:00,"Coronavirus: la Centrafrique, où progresse l'épidémie, lance sa campagne vaccinale",AFP
2021-05-20T18:30:27+02:00,Le bitcoin en hausse ce jeudi après sa chute spectaculaire de mercredi,Belga
2021-05-20T19:09:25+02:00,"BNP Paribas mise en examen pour ""blanchiment"" dans l’enquête sur le patrimoine français de la famille Bongo",Belga
2021-05-20T18:48:44+02:00,Coronavirus en France : le Premier ministre annonce la vaccination ouverte à tous les adultes dès le 31 mai,AFP
2021-05-20T18:58:57+02:00,"Nouveau conseil d’administration chez Mithra, avec François Fornieri et sans Jean Stéphenne",Belga
2021-05-20T19:16:08+02:00,"Menaces, insultes, pressions… La face cachée du travail des scientifiques médiatisés depuis la crise du Covid",Maxime Fettweis avec Jean-Christophe Willems et Dominique Dussein
2021-05-20T19:59:22+02:00,"Qui est Jürgen Conings, le militaire en cavale en Campine ?",Jean-François Noulet
2021-05-20T19:26:44+02:00,Des amendes plus lourdes pour la traversée des passages à niveau approuvées à la Chambre,Belga
2021-05-20T20:06:50+02:00,Irlande du Nord : Paris et Dublin appellent Londres à respecter sa parole,AFP
2021-05-20T20:11:55+02:00,Google va ouvrir son premier magasin physique à New York cet été,Belga
2021-05-20T19:19:34+02:00,Coronavirus : accord entre eurodéputés et États membres sur le certificat sanitaire européen,RTBF avec Agences
2021-05-20T20:19:42+02:00,Snapchat continue sa croissance avec 500 millions d’utilisateurs mensuels,Belga
2021-05-20T20:31:01+02:00,"La Commission européenne donne son feu vert pour la pilule contraceptive ""Estelle"" de Mithra",Belga
2021-05-20T20:41:35+02:00,Asile et migration: une centaine de migrants secourus sur des embarcations dans la Manche,Belga
2021-05-20T20:25:33+02:00,"Conflit israélo-palestinien : Palestiniens et Israéliens s’accusent mutuellement de ""génocide"" à l’ONU",Belga
2021-05-20T20:50:20+02:00,Déconfinement : La Tour Eiffel rouvrira le 16 juillet et accueillera 10.000 visiteurs par jour,Belga
2021-05-20T20:59:04+02:00,"Petra De Sutter dans Jeudi en Prime : ""La Belgique ambitionne d’être dans le top 3 pour la cybersécurité en Europe""",J.C.
2021-05-20T21:17:46+02:00,"LGBTQI + : des timbres arc-en-ciel à l’occasion de la journée de la lutte contre l’homophobie, la biphobie et la transphobie",Belga
2021-05-20T10:28:00+02:00,"La Fête de la récup, même pour les matériaux de construction",Julie Buron 
2021-05-20T21:52:19+02:00,Mali : 16 civils tués par une mine dans le nord du pays,Belga
2021-05-20T21:29:26+02:00,Tensions entre l'Espagne et le Maroc : le corps sans vie d’un migrant repêché par la police à Ceuta,Belga
2021-05-20T21:29:19+02:00,"Le Bitcoin : ""Ça peut monter comme les arbres montent au ciel, mais ça peut surtout tomber à zéro""",Wahoub Fayoumi
2021-05-19T18:59:45+02:00,"Italie : l'Etna et le Stromboli entrent tous les deux en éruption, ni blessés ni dégâts à déplorer",Belga
2021-05-19T19:23:35+02:00,Cyberattaque: la Belgique ambitionne de devenir l'un des pays d'Europe les moins vulnérables,Belga
2021-05-19T19:30:37+02:00,"A vos enchères! Un siège pour l'espace à partir de 2,4 millions de dollars",AFP
2021-05-19T19:22:08+02:00,Flandre : Marc Van Ranst porte plainte pour menaces de mort sur le site de l’asbl Viruswaanzin,Belga
2021-05-19T20:00:19+02:00,Le projet de parking souterrain place Cockerill déterré ? Les inquiétudes de VertArdent,François Braibant
2021-05-19T19:34:17+02:00,"Le rover chinois Zhurong, posé sur Mars, a envoyé ses premières photos",AFP
2021-05-19T20:00:19+02:00,Conflit israélo-palestinien: tensions entre France et Etats-Unis au Conseil de sécurité de l'ONU,AFP
